T: Protein IDs	FF_W2_1	FF_W2_2	FF_W2_3	FF_W2_5	FF_W2_6	FF_W2_7	FF_W2_8	FFPE_W2_1	FFPE_W2_2	FFPE_W2_3	FFPE_W2_5	FFPE_W2_6	FFPE_W2_7	FFPE_W2_8	FFPE_E878	FFPE__872	FFPE__875	FFPE__876	FFPE__877	FFPE__879	GS50	GS51	GS52	GS53	GS54
Q08288	NaN	0.337611	-0.444827	-0.401994	NaN	NaN	0.169925	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.820855	0.90566	-0.44152	-0.94571	NaN
Q08331	2.58553	0.00760126	0.558154	0.242661	-0.561649	2.30221	-0.305665	1.9853	-3.73378	1.30651	0.766901	-3.13628	1.69703	-4.41747	-0.414838	-1.94211	NaN	-2.39403	-0.548467	-0.610685	0.14839	0.795197	2.74171	2.62182	2.90007
Q08509	0.584592	-0.238868	-0.342336	-0.224197	-0.414479	1.0266	-0.870374	0.933821	NaN	NaN	-0.825025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.222991	-0.0744698	0.325486	0.941067	0.199216
Q08943	-1.51488	0.782974	0.0998821	-0.0860481	-0.124531	-1.34129	0.213902	-2.89045	0.123657	0.690853	0.375223	0.309011	NaN	1.10167	-1.807	-0.323074	NaN	-0.945679	NaN	NaN	2.1872	2.02192	0.429388	1.04134	-0.212822
Q09143	-1.09409	1.33854	0.653317	0.351458	1.05622	-0.986927	1.27219	NaN	NaN	NaN	NaN	-0.599018	NaN	-1.12631	NaN	NaN	NaN	NaN	NaN	NaN	0.432129	0.203417	-0.443384	-0.282276	-0.77527
Q0KK55	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q0KL02	-0.141199	-0.418009	-0.424198	-0.266022	0.0439359	0.504524	-0.378269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.363911	-0.31748	0.419569	-0.244184	0.512219	0.345202	NaN	NaN	NaN	NaN	NaN
Q0P678	NaN	NaN	NaN	NaN	NaN	NaN	-2.86579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.33116	1.28238	1.2854	0.332176	-1.36533
Q0VBL3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.93102	0.0594151	0.956437	NaN	NaN	0.706693	NaN	NaN	NaN	NaN	NaN	NaN	0.4041	-0.800761	-1.62337	-0.633534	NaN
Q0VFX2	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q0VGB7	-1.48021	-0.0631801	-0.903541	-0.65163	-0.851655	-1.5704	-0.435838	-0.677261	0.169581	NaN	-0.296256	1.03314	NaN	0.664183	0.262887	1.20045	1.51394	1.79364	NaN	NaN	1.20587	0.989795	-0.61877	-0.40406	-1.1012
Q11011	0.665728	0.286699	0.338308	0.56485	0.540421	0.767218	0.433186	-0.557251	-1.18415	-0.538761	-0.417021	-0.902407	-0.495314	-0.906961	0.429016	-0.0945549	-0.482233	-0.178883	0.0743217	0.098505	0.284391	0.442362	0.716156	0.685198	0.562851
Q11136	0.424052	0.569058	0.568234	0.650738	0.370768	0.693721	0.508128	-1.6684	NaN	NaN	NaN	NaN	NaN	NaN	-0.168624	2.06651	-0.239217	0.0225265	-2.06239	-0.773538	0.0862911	0.391961	0.285758	0.696637	-0.20667
Q148V7	1.66969	-0.034423	-0.03008	0.593465	0.681355	1.52672	-0.502427	0.593295	0.543769	NaN	0.0215348	0.231662	-0.494353	-0.140592	-1.35433	NaN	-1.45072	NaN	NaN	-1.69472	-0.259894	0.216433	-0.0659019	-0.163564	0.850699
Q14AX6	NaN	0.337798	0.69308	-0.937606	-0.382918	-0.00904346	-0.764405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q1HFZ0	-1.43809	0.759	0.623137	0.628966	0.65844	NaN	0.688884	-1.43468	-0.0510457	-0.46228	-0.451131	-0.150808	NaN	-0.336824	NaN	-0.790212	NaN	-1.99578	NaN	NaN	1.59531	1.47099	0.566128	0.496342	0.0718238
"Q1RLL3;Q9DC53;Q8JZW4"	0.577943	-0.0965166	-0.851834	-0.817939	NaN	0.586795	0.601552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
"Q91VK1;Q2L4X1"	-1.12247	0.180359	-0.271675	-0.0844518	0.113075	-0.962515	-0.0891649	NaN	0.0449504	-0.472468	-0.996443	0.310404	NaN	-0.0769387	0.274349	0.243793	-0.178196	-0.0744497	-0.526024	-0.356632	1.53899	1.64877	0.734177	0.512527	0.362947
Q2NL51	1.06515	0.364429	0.864549	0.839509	0.810599	0.94151	0.714478	-2.17007	NaN	-2.37634	-1.95994	NaN	NaN	NaN	0.0446577	-0.538653	-0.608714	0.0662661	NaN	-0.667851	0.359124	0.674184	0.758462	0.654655	1.05457
Q2PFD7	2.20383	-1.35799	-0.370551	-0.233516	-0.390584	1.76506	-1.0938	-0.0203982	NaN	NaN	NaN	NaN	-0.240928	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.739863	NaN	0.0977411	0.0529546	0.328046
Q2TPA8	0.848562	1.12345	1.1437	1.3755	1.62163	1.52336	0.69313	-0.456992	NaN	-0.572867	0.0391423	-0.898976	NaN	-1.4899	NaN	NaN	NaN	NaN	NaN	NaN	-1.0366	-0.851817	-1.87378	-0.901224	NaN
Q31125	0.485605	0.423986	0.250345	0.703892	1.03284	0.714309	-0.0364993	NaN	NaN	-0.225394	-0.00717378	0.095041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.16613	-1.10237	-0.429257	-0.401072	-1.24671
Q3B7Z2	-0.983728	NaN	NaN	NaN	NaN	-0.0304638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.440861	NaN	0.0196327	1.01893	NaN	NaN	0.0426315	-0.0955559	-0.251621	0.536013	-0.696699
Q3KNM2	-0.164843	0.181976	0.212724	0.109079	-0.317023	-0.0680182	0.0461042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3SXD3	NaN	NaN	-0.466769	NaN	-1.40423	NaN	-0.449336	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.00026989	1.48144	-0.0628805	1.02071	-0.118669	NaN	NaN	NaN	NaN	NaN	NaN
Q3TC46	NaN	NaN	-0.18782	NaN	NaN	NaN	0.18782	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3TC72	0.596184	0.47275	0.599701	0.847188	0.385422	1.45228	0.372576	0.0707746	NaN	NaN	-0.421724	-0.866893	0.516997	NaN	-1.18511	-0.650037	NaN	NaN	NaN	-1.55703	0.177224	-0.0538173	-0.767999	0.176474	NaN
Q3TCH7	NaN	NaN	NaN	NaN	NaN	0.358614	-0.358614	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3TCJ1	-0.33574	0.00558722	0.0847193	-0.0723699	0.287238	-0.125917	0.156483	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3TCN2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.725677	2.14817	0.89332	1.15535	-0.166697	-0.180019	-2.29336	NaN	NaN	-2.28245	NaN
Q3TDD9	0.739454	0.233041	-0.0951484	-0.455229	0.371114	1.09319	0.505003	NaN	NaN	NaN	NaN	0.414026	0.124044	NaN	NaN	-2.4676	NaN	NaN	NaN	NaN	-0.0765346	-0.599419	-0.00955045	0.322483	-0.0988697
Q3TDK6	1.05945	0.066321	0.581856	0.729972	0.641492	1.72683	0.512219	0.772212	NaN	0.0585505	-0.110387	NaN	1.18646	NaN	-1.22488	-1.73149	-2.00183	NaN	-1.41436	-0.736652	-1.12895	NaN	-0.483575	-0.217872	1.00658
Q3TDN2	-0.304089	0.145523	-0.164593	0.335155	-0.122159	-0.326434	-0.207768	NaN	-0.387639	-0.461007	-0.355113	-0.616278	NaN	NaN	0.598581	1.08383	NaN	0.590026	NaN	NaN	1.12441	-0.634243	-1.00616	0.643186	0.0647731
Q3TDQ1	-0.472882	0.341201	-0.169825	-0.412558	NaN	-0.536025	-0.198701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.623204	0.124027	0.355674	0.269992	0.0758927
Q3TEA8	0.234824	-0.683576	-0.665666	-0.751808	-0.650281	0.303515	-1.02319	0.480174	0.882662	0.399945	0.302077	0.939013	0.720967	0.49857	-1.18636	-0.469461	-0.720409	-1.29482	-1.53769	-1.76633	1.6998	1.71754	1.50335	1.96142	0.868237
"Q9D074;Q3TEL6"	-0.390699	NaN	NaN	NaN	NaN	0.390699	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3TGF2	-0.425245	0.732481	0.045916	0.167107	-1.42903	NaN	1.12234	0.552166	-0.870027	-0.843965	NaN	-0.878523	NaN	NaN	0.266003	-0.00217021	NaN	-0.00345004	0.563937	0.149704	0.553505	0.781344	0.0368541	0.148428	-0.502279
"Q3THE2;Q9CQ19"	0.0589039	0.496578	0.0426972	0.458699	-0.322379	0.0649331	0.603517	-1.15115	-1.63787	-0.725846	-0.364518	-1.05963	-1.44886	-0.639729	0.48706	0.423639	-0.425135	0.692855	-0.029002	-0.398938	1.35559	1.48787	1.68332	1.24098	1.13349
Q3THG9	-0.432988	0.610874	0.230695	0.625061	-0.735152	0.438873	0.33155	0.315223	0.14616	-0.282948	0.501318	0.696191	0.404624	0.0277342	NaN	-0.108681	NaN	-0.891215	NaN	NaN	0.418617	-0.0639882	-1.4346	0.687608	-2.11664
Q3THK3	-1.33015	0.350337	0.166533	-0.623601	0.0648332	NaN	-0.210941	NaN	-0.61454	-1.13015	NaN	-0.23781	NaN	-0.37891	-0.309625	0.158835	0.302023	NaN	NaN	NaN	1.67041	1.2462	0.934338	0.0734677	-0.131256
Q3THK7	0.193095	1.22509	0.798188	0.939187	0.428647	0.49966	1.04751	-0.366015	0.176007	0.111079	0.125943	0.54746	-0.107261	0.465213	-1.18888	-1.84354	-1.38524	-1.54841	-1.56653	-1.69057	1.15295	1.01176	0.149737	0.613994	0.134976
"Q3THS6;Q91X83"	-0.540554	0.588556	0.110893	0.717758	0.460762	-0.538141	0.532411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.522053	0.554006	-0.227986	-0.220263	-1.08655
Q3TIR3	-0.45829	-0.35411	-0.297155	0.118136	NaN	-0.824724	-0.524902	NaN	0.25717	NaN	NaN	NaN	NaN	NaN	NaN	0.393815	1.14615	0.54391	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3TIV5	NaN	1.23449	-0.00778735	-0.0839154	0.467539	-0.9832	0.559594	NaN	NaN	-0.733215	NaN	-1.11054	-1.94769	-0.709055	-0.179975	0.255381	0.506358	-0.0619599	-1.07549	-1.30055	2.38943	2.20929	1.12732	0.797285	-1.3533
Q3TJZ6	-0.406813	0.038265	-0.0496123	0.527384	NaN	-0.132973	0.32477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.717912	0.280805	NaN	-0.228235	-1.0715
Q3TKT4	-3.09932	1.00443	-0.419961	-0.142725	-0.785044	-1.29911	1.45501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.58034	-2.25833	NaN	NaN	NaN	NaN	2.43786	2.27737	1.44948	1.78331	-0.589051
Q3TKY6	NaN	0.681365	NaN	0.251025	0.11192	NaN	0.317738	NaN	-0.1587	-0.929246	NaN	0.277249	NaN	-0.536346	NaN	NaN	NaN	NaN	NaN	NaN	1.21619	0.738719	-0.763053	0.377227	-0.536178
Q3TLH4	-0.727011	1.25254	0.864497	0.1391	0.630719	-1.24416	1.06001	NaN	NaN	NaN	NaN	-1.1448	NaN	-3.18464	NaN	NaN	NaN	NaN	NaN	NaN	1.80996	1.72023	1.79842	0.756233	0.68488
Q3TPE9	0.398681	NaN	-0.398681	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3TQI7	NaN	0.769571	-0.549774	0.0168667	-0.24493	NaN	0.155764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.018362	0.016592	-0.145727	NaN
Q3TTY5	-0.751494	-0.192195	-0.18773	-1.0727	-0.830887	-0.81643	0.175746	0.212652	-0.642527	1.86951	1.91121	0.206874	0.206722	2.50358	1.74539	-0.690114	-0.344598	1.66317	0.628145	0.879327	1.52923	-2.00574	-1.87899	-0.973841	-2.27702
Q3TUH1	0.140368	-0.0185318	0.25927	0.196177	0.0932369	0.288549	0.13438	-0.86907	NaN	0.161486	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0339088	0.00697517	-0.850409	0.43474	-0.746389
Q3TWW8	-2.1348	-0.174741	-0.703675	-0.572999	-0.549933	-2.46288	-0.243018	-0.457148	1.02714	0.372743	0.199725	1.06555	-0.630378	0.662732	0.835376	0.721492	1.27444	0.78728	0.746482	0.420322	1.05141	0.741023	-0.144101	-0.151738	-2.0819
Q3TXS7	1.1277	1.68537	1.2024	1.56509	1.17768	1.16175	1.43415	-1.43878	-1.30281	-0.552479	-0.973904	-0.878239	-1.48713	-0.140421	-2.575	-0.0858535	-2.28	-0.904571	-2.7846	-2.00868	2.20611	2.28803	1.99669	1.98085	1.40172
"Q3TXX4;Q8BFU8;Q61983;Q5SZA1"	0.358522	NaN	NaN	NaN	NaN	0.207532	-0.566054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3U0V1	-0.198479	0.902897	0.526674	0.267023	0.772415	-0.463007	0.795734	-0.0289671	0.531257	-0.320576	-0.366499	0.670696	-0.255987	-0.143154	-0.7593	-0.646679	-1.14305	-0.727099	-1.44549	-1.67876	0.99913	1.25211	1.20155	0.427547	0.0691164
Q3U1F9	-1.45527	-1.28377	-1.6755	-1.87604	-2.05116	-1.69989	-1.44	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.55728	0.826343	1.05128	1.16539	1.6568	1.05504	0.262807	0.442302	1.96053	0.789997	0.713857
Q3U1J4	0.629707	1.51284	1.06412	1.21516	0.615058	0.804376	1.31129	-0.992072	-1.15072	-0.650666	-0.824385	-0.50215	-1.58021	-0.614314	-1.79489	-0.489421	NaN	-1.55104	NaN	-2.23635	1.52004	1.62296	1.1523	0.932508	1.00555
Q3U3C9	NaN	-0.243658	NaN	-0.697678	-0.690388	NaN	-0.0239375	NaN	0.585777	NaN	0.12632	0.843065	NaN	0.449886	NaN	NaN	NaN	NaN	NaN	NaN	0.0862443	0.588758	-0.982096	NaN	NaN
Q3U7R1	NaN	0.189689	-0.521885	0.501924	0.682661	0.324951	0.258995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0875621	-0.651423	-0.872473	NaN	NaN
Q3U9G9	NaN	NaN	NaN	NaN	NaN	NaN	-2.27779	-0.293975	1.56426	0.0413632	0.0507759	2.14908	-0.195573	0.751488	NaN	NaN	NaN	NaN	NaN	NaN	0.45369	-0.459785	-0.283792	-0.00320202	-1.39417
Q3UA37	-0.0161042	0.814119	0.200351	0.376588	0.633958	NaN	0.491317	NaN	-0.519417	-0.458046	-0.887734	-0.0159001	-0.298522	0.110027	NaN	NaN	NaN	NaN	NaN	NaN	0.225595	0.121448	NaN	-0.15144	NaN
Q3UD01	NaN	-1.07282	NaN	-1.00016	NaN	NaN	-1.06678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.944938	1.48721	1.81667	1.67024	1.00962	NaN	-0.366559	-0.407201	-0.928628	-0.590114	-1.49642
Q3UDE2	-0.765752	-0.281421	-0.19248	-0.349548	-0.353286	-0.475814	-0.228713	-0.693058	0.258034	-0.109481	-0.243379	0.0351014	-0.164218	-0.623371	0.608693	0.740721	0.39132	0.325532	0.0697275	0.140954	0.634778	0.783617	-0.00719211	0.45348	-0.195112
Q3UE37	-0.826339	-0.212101	-0.131191	-0.197399	0.0194325	-0.453653	-0.480005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.24849	1.32166	0.574324	NaN	0.339159	0.624085	NaN	NaN	NaN	-0.826467	NaN
Q3UEB3	-0.831607	-0.0261316	-0.497798	-0.382474	-0.119098	-0.60628	0.103305	0.0948	0.677028	0.387576	0.550218	0.546525	0.167302	0.712672	-0.652297	-1.14542	-1.32353	-0.686311	-1.09621	-1.58563	1.57153	1.58818	0.912145	1.0758	0.181218
"Q3UGC7;Q66JS6"	-0.895785	-0.258681	-0.595097	-0.0767028	-0.000706434	-0.795823	-0.161425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.251719	-0.316842	0.300252	-0.474398	-0.0168827	-0.244546	0.976583	1.01107	0.849468	0.391746	0.559491
Q3UGR5	1.01413	0.559753	0.270601	0.643938	0.21307	1.00185	0.471136	-1.4319	NaN	NaN	NaN	NaN	-1.11808	NaN	-0.431214	0.829698	NaN	-0.588631	-0.160841	-0.123589	-0.0315365	0.242939	0.0700089	0.499675	0.0899407
Q3UGS4	-0.67116	-0.631209	-0.960623	-0.882437	-0.381958	-1.30811	-0.352553	-0.352948	-0.471716	-0.380953	-0.0796207	0.271476	-0.735979	-0.258915	1.75357	1.54694	1.68932	1.67265	1.8166	1.95128	-0.47761	-0.324652	0.338531	-0.467015	-0.51821
Q3UGY8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UH60	1.52596	-0.0862265	-2.11765	-0.351174	-1.59676	1.49502	-1.06962	0.175633	NaN	NaN	NaN	NaN	0.388707	NaN	-0.522925	NaN	-1.84511	NaN	NaN	-1.00875	0.191768	-0.18888	1.80111	1.70432	1.50458
Q3UH66	0.025548	-0.313252	-0.209006	-0.559466	-0.644902	-0.202939	NaN	NaN	NaN	NaN	-0.28622	NaN	0.184089	NaN	0.687766	0.477706	NaN	0.467799	0.126527	0.297006	-0.401732	NaN	0.27234	0.0787401	NaN
Q3UH68	-0.00118351	-0.295255	-0.4208	NaN	-0.855485	0.0141249	-0.427285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.523278	1.11033	0.352275	NaN
Q3UH99	0.729118	-0.581887	-0.5432	-1.1196	-0.255104	0.411584	0.667587	0.0083195	NaN	NaN	NaN	NaN	0.780452	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.07011	-0.328753	NaN
Q3UHB1	NaN	NaN	-0.706357	-0.297378	NaN	1.00374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UHD6	-0.210455	-0.385744	-0.143751	-0.181814	0.405447	-0.312124	0.0144765	NaN	NaN	NaN	-1.35425	-1.3046	NaN	NaN	NaN	0.852028	-1.18794	-0.68194	-1.55611	NaN	1.22109	0.965227	1.06329	1.19559	1.12165
"Q3UHJ0;Q91Z96"	0.793179	-0.339916	0.245755	0.381587	-0.0159087	0.843581	0.111729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UHL1	NaN	NaN	-0.305757	0.0145725	NaN	-0.175521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.03461
Q3UHX2	-0.221817	1.06881	0.755302	0.425005	-0.147125	-0.676892	0.751831	-1.18413	-0.997925	-0.231341	-0.566311	-0.430691	-2.13987	-0.414246	0.534998	0.754202	0.522854	0.443142	-0.212363	-0.513949	0.616764	1.17716	1.17012	0.410318	0.28231
Q3UI43	NaN	-0.264327	-0.191268	NaN	-0.21087	NaN	-0.275672	-0.49118	-1.11158	NaN	-0.581462	-0.31915	-0.957256	-0.810722	0.77722	1.21774	1.52276	1.18089	0.82325	0.825637	0.307173	0.143353	-0.452894	-0.705346	-0.426284
Q3UIU2	0.846316	0.176423	0.310759	1.16065	1.16839	1.38958	0.338328	0.482808	-1.6574	-0.979921	0.563744	-0.170163	0.382622	-1.39052	NaN	NaN	NaN	NaN	NaN	NaN	-0.283799	-0.671067	-0.69548	0.47976	-0.535012
Q3UJB9	-0.0972769	0.826347	0.741632	0.505226	0.841594	0.200086	0.730522	-1.69947	NaN	NaN	-1.66015	NaN	NaN	-1.82129	NaN	-0.0186903	-0.552399	-0.385103	NaN	NaN	1.27778	1.00687	0.20104	0.498361	-0.421583
Q3UJD6	NaN	-0.133366	NaN	NaN	NaN	NaN	0.133366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UJP5	-0.504796	NaN	-0.431054	-0.55556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.747571	NaN	NaN	0.38688	NaN
Q3UJU9	0.458747	0.870986	0.210815	0.414629	0.722948	0.869808	0.644649	1.20212	-1.09261	-0.358538	-0.39288	-0.854929	0.819364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.18588	-2.28617	NaN	-0.648922	NaN
Q3UKJ7	-2.8586	NaN	NaN	NaN	NaN	NaN	NaN	-0.069554	0.0706095	0.551669	0.460399	1.06206	NaN	0.86235	NaN	-1.01265	NaN	NaN	NaN	NaN	0.968124	0.200313	-0.207192	0.00892198	NaN
Q3UL36	-0.270758	0.986807	0.856376	0.382257	-0.0808794	-1.14247	0.670397	NaN	-0.643711	0.215589	0.160633	-0.616984	NaN	-0.597323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3ULD5	0.770252	0.378742	-0.0790563	0.339447	0.378049	0.967596	-0.062901	0.145338	-0.772782	-0.761305	-0.57543	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.863303	NaN	NaN
Q3ULJ0	0.867071	1.42538	1.3217	1.16442	0.775032	0.964945	1.16848	-1.33034	NaN	0.310808	-0.472778	NaN	NaN	0.0123713	-0.992262	-1.15104	-1.30446	-0.468635	-1.88946	-2.39995	0.851958	1.13816	0.472847	0.408478	0.651793
Q3UM45	-0.0214555	0.300478	-0.249784	-0.0570924	-0.648225	0.161377	0.200907	-0.489639	-0.987159	-0.373193	-0.475404	-0.877939	-0.62006	-0.735805	0.910691	0.591976	0.0350268	0.339501	0.38089	-0.114843	1.19418	1.26814	0.779602	1.15779	0.648266
"Q9D3R6;Q3UMC0"	0.290891	0.698907	0.175729	0.243726	0.400039	0.331347	0.311637	-0.17496	-0.612863	0.115285	0.480847	0.276027	-0.388416	0.117688	0.474879	NaN	-0.757901	NaN	-0.00316733	-0.211572	NaN	NaN	NaN	NaN	NaN
Q3UMR5	0.40671	NaN	-0.551741	-0.259747	NaN	0.404778	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UMU9	0.890196	1.75329	1.21754	0.981165	0.118778	0.368298	1.49475	-1.92433	NaN	-1.15363	-1.09606	NaN	NaN	-1.32737	-0.284939	-0.1024	-0.247299	-0.620321	-0.985678	-1.77789	0.826626	0.485273	-0.170021	0.771807	-0.257113
Q3UN04	NaN	-0.0294094	0.168245	0.157413	NaN	0.110714	-0.406963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UNH4	1.74599	1.18252	1.13055	1.01307	0.920903	1.36744	1.02406	-0.880328	-1.31989	-1.50865	-1.56921	-1.44464	-0.737306	-2.68239	0.772328	-0.578776	-0.3852	-1.14911	0.212884	-0.3719	0.242448	0.825582	2.23861	1.08876	1.54542
Q3UNZ8	0.11566	-0.475557	NaN	0.171191	-0.525703	0.786984	-0.0725758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q3UPH1	-0.147374	-0.161611	NaN	-0.342687	-0.186681	-0.293017	-0.131289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.542462	0.238391	NaN	0.396983	0.206706	-0.121884	NaN	NaN	NaN	NaN	NaN
Q3UPL0	0.993331	1.11609	0.701583	1.10543	0.850236	1.21204	1.08511	0.372161	0.0312528	-0.00184354	0.347913	0.314006	0.204167	-0.142844	-2.76532	-3.02312	NaN	NaN	NaN	-3.514	0.540904	0.585471	0.534835	0.523396	0.13403
Q3UQA7	-1.00342	0.797594	0.279444	0.287337	1.26485	-0.675268	0.729019	0.793188	2.0233	0.0779611	0.88463	2.27019	0.0840074	1.06364	-1.9232	-1.11147	-0.20084	-1.04406	-1.13926	-2.29855	0.376616	-0.314689	-1.24279	-0.902435	NaN
Q3URU2	NaN	0.283827	-0.175962	NaN	0.180674	-0.679491	0.0522311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.139029	0.199692	NaN	NaN
Q3USB7	-0.819914	NaN	NaN	NaN	NaN	-0.371243	-1.04178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0870435	-0.300364	NaN	NaN	NaN	0.7211	0.544018	0.63908	0.487959	0.368046	-0.31394
Q3UU96	0.908424	0.0770833	NaN	0.11811	0.133178	-0.0292456	-0.0376036	0.483064	NaN	-0.0909159	NaN	NaN	0.356601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4483	NaN
Q3UUG6	-0.573599	-0.594153	-0.0769616	-0.422625	-0.178719	-0.175333	-0.192356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0980643	1.06745	0.316229	0.732002
Q3UUI3	0.955924	0.587472	0.315791	0.987142	-0.0596586	1.68635	0.194772	0.785821	NaN	-0.237034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.58416	-1.7567	-0.33972	-1.53599
Q3UV17	-1.33026	0.193525	-0.131989	-0.790209	-0.329447	-0.888205	0.0388217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.13732	-0.367682	1.52083	3.34386	2.45255	2.34448	-0.0857168	-1.01722	-0.970957	-3.94132	-1.09835
